company_name,address_lines,person,phone,web
Stikeman Elliott,"['199 Bay street/25 King street', 'Toronto, ON', 'M5L 2A1']",Calvin Lantz,(416) 869-5669,http://www.stikeman.com
Stikeman Elliott LLP,"['5300 Commerce Court West', 'Toronto, ON', 'M5L 1B9']",Calvin Lantz,416-869-5669,http://www.stikeman.com
Still Homes Inc.,"['26 Lowry Crt', 'Barrie, ON', 'L4N 7N3']",Shawn Still,249-888-8100,www.stillhomes.ca
Stinson Builders Ltd.,"['360 County Road 3', 'Belleville, ON', 'K8N 4Z1']",Brad Stinson,(613) 962-6626,www.stinsonbuilders.com
Stirling Carpentry ,"['92 Halloway Road', 'Stirling, ON', 'K0K 3E0']",Ryan Cooke,613-243-9237,www.stirlingcarpentry.ca
STO Canada,"['1821 Albion Road', 'Etobicoke, ON', 'M9W 5W8']",Andreas Lueth,416-855-0460,http://www.stocanada.com
Stone Castle Realty Group Inc.,"['171 Marycroft Avenue', 'Woodbridge, ON', 'L4L 5Y3']",Frank Zoccoli,905-851-7171,N/A
Stone Design Concepts Inc.,"['15 Bentley Avenue', 'Ottawa, ON', 'K2E 6T8']",Edward Hall,613-228-5456,www.stonedesignconcepts.com
Stone Edge Marble & Granite Inc.,"['1640 Sismet Road', 'Mississauga, ON', 'L4W 1R4']",Vince Marchese,905-625-7866,http://www.stoneedge.ca
Stone Ridge Developments,"['134 Haines Dr', 'Bolton, ON', 'L7E 2C4']",Tony Limotta,416-998-5203,http://www.StoneRidge-Developments.ca
Stonebridge Building Group Inc.,"['2053 Williams Parkway', 'Brampton, ON', 'L6S 5T4']",Mark Crowe,905-822-2615,http://www.mystonebridge.ca
Stonebridge Building Group Inc.,"['9-2458 Dundas Street W', 'Mississauga, ON', 'L5K 1R8']",Carmen Jandu,905-822-2615,www.stonebridgebg.com
Stonecraft Custom Homes Ltd.,"['226 Wimpole Street', 'Mitchell, ON', 'N0K 1N0']",Brad Lubbers,519-801-9961,N/A
Stoneworx,"['16 Nixon Road', 'Bolton, ON', 'L7E 1K3']",John Pacitti,905-857-6098,http://www.stoneworx.com
Stonex Granite & Quartz,"['980 Juliana Drive', 'Woodstock, ON', 'N4V 1B9']",Oceania Thornton,226-289-2975,www.stonex.ca
Stonex Granite & Quartz,"['980 Juliana Dr', 'Woodstock, ON', 'N4V 1B9']",Scott Morrell,226-289-2975,www.stonex.ca
Stonex Granite & Quartz Inc.,"['980 Juliana Dr.', 'Woodstock, ON', 'N4V 1B9']",Scott Morrell,(226) 289-2975,http://www.stonex.ca
Stonybrook Consulting,"['1595 16th Avenue', 'Richmond Hill, ON', 'L4B 3N9']",Nancy Mather,905-709-7454,N/A
Stormcon Products Inc.,"['69 Connie Crescent', 'Concord, ON', 'L4K 1L3']",Eric Cumiskey,289-380-3742,https://www.Stormcon.ca
Stover Construction Ic.,"['13653 Selton Line RR#4', 'Thamesville, ON', 'N0P 2K0']",Rick Stover,519-692-3897,N/A
Stoy Partition & Ceiling Systems Limited,"['483 Huntington Drive', 'London, ON', 'N6C 4H9']",Dave Stoyanovich,519-471-4669,-
Strada Aggregates Inc.,"['30 Floral Pkwy, suite 400', 'Concord, ON', 'L4K 4R1']",Mario Pietrolungo,905-738-2200,-
Stradwicks Carpet One,"['116 Brule Street', 'North Bay, ON', 'P1A 3Z4']",Gary/Ralph James,(705) 472-5630,N/A
Strassburger Supplies Ltd. Windows & Door,"['2101 Shirley Drive', 'Kitchener, ON', 'N2B 3X4']",Dean Elvidge,800-265-4717,strassburger.net
Strassburger Windows & Doors,"['2101 Shirley Drive', 'Kitchener, ON', 'N2B 3X4']",Robert Strassburger,519-885-6380,http://www.strassburger.net
Stratford & Area Builders' Association,"['34 Mayberry Place', 'Stratford, ON', 'N5A 6Z7']",Derek Smith,226-236-1870,-
Stratford Economic Enterprise Development Corporation,"['82 Erie Street', 'Stratford, ON', 'N5A 2M4']",Mike Pullen,519-305-5055,N/A
Stratford Home Hardware Building Centre,"['R.R. #4', 'Stratford, ON', 'N5A 6S5']",Paul Strasser,(519) 271-4370,-
"Stratford, Corp. of the City of","['P.O. Box 818, 82 Erie Street', 'Stratford, ON', 'N5A 2M4']",Jonathan DeWeerd,519-271-0250,N/A
Stratton Homes Limited,"['395 Centre St. N. Unit 301', 'Huntsville, ON', 'P1H 2P5']",Kyle Newman,705-783-4260,www.strattonhomes.ca
Streamliner Properties Inc.,"['2345 Yonge Street', 'Toronto, ON', 'M4P 2E5']",Christopher Sherriff-Scott,416-917-8974,N/A
Streetcar Developments Inc.,"['1230 Dundas Street East', 'Toronto, ON', 'M4M 1S3']",Alie Warren,416-686-9199,http://www.streetcar.ca
Strik Baldinelli Moniz Ltd.,"['301-1599 Adelaide St. North', 'London, ON', 'N5X 4E8']",Darryl Cowan,519-471-6667,www.sbmltd.ca
"Strik, Baldinelli Moniz Ltd.","['1599 Adelaide Street N.', 'London, ON', 'N5X 4E8']",Aaron Strik,519-471-6667,www.sbmltd.ca
Structique Developments,"['334 Adelaide Street West', 'Toronto, ON', 'M5V 0M1']",Imran Ajani,647-271-7945,http://www.Structique.ca/
Stuart Riley Bespoke Builder,"['164 Marguerite Lane', 'Burlington, ON', 'L7L 2P2']",,(905) 252-4380,http://www.stuartriley.ca
Studio JCI Inc.,"['20 Do Boers Drive', 'Toronto, ON', 'M3J 0H1']",Sue Jean Chung,416-901-6528,http://www.studiojci.com
Studio PK Residential Design Inc.,"['1072 Lowery Lane', 'AlgonQuin Highlands, ON', 'K0M 1S0']",Paul Kennedy,905-767-0961,N/A
Stylehaus Interiors,"['1554 Carling Ave, Unit 349', 'Ottawa, ON', 'K1Z 7M4']",Denise Hulaj,613-292-4426,www.stylehausinteriors.com
Stylish Fireplaces by Huntington Lodge,"['8301 Jane Street', 'Vaughan, ON', 'L4K 5P3']",Jeanne Grier,905-889-1239,http://www.stylishfireplaces.ca
Stylux Homes Inc.,"['68B Leek Crescent', 'Richmond Hill, ON', 'L4B 1H1']",Anas Khattani,905-789-5891,https://www.StyluxHomes.com
Success Seekers: realstone Systems,"['2479 Westminster Blvd.', 'Windsor, ON', 'N8T 1X9']",James Kennedy,519-257-0304,realstonesystems.com
Sudbury & District Home Builders' Association,"['1942 Regent Street, Unit C', 'Sudbury, ON', 'P3E 5V5']",Jana Schilkie,705-671-6099,www.sudburyhomebuilders.com
Sudbury Vacuum Sales & Service Limited,"['1693 Lasalle Blvd.', 'Sudbury, ON', 'P3A 1Z8']",Richard Desmarais,705 560 1841,-
Suite Engine LLC.,"['1 City Centre Drive', 'Mississauga, ON', 'L5B 1M2']",Heather Wang,+1 (888) 695-5010,https://SuiteEngine.com/homebuilder
Sullivan Mahoney LLP,"['40 Queen Street, POBox 1360', 'St. Catharines, ON', 'L2R 6Z2']",Rocco Vacca,(905) 688-6655,www.sullivan-mahoney.com
Summerhill Homes Ltd.,"['20 Wertheim Court', 'Richmond Hill, ON', 'L4B 3A8']",Sal Ruscica,905-886-6900,http://www.homesbysummerhill.com
Summerhill Homes Ltd.,"['20 Wertheim Court', 'Richmond Hill, ON', 'L4B 3A8']",Michelle Glionna,905-886-6900,www.homesbysummerhill.com
Summit International Canada,"['1750 Plummer Street', 'Pickering, ON', 'L1W 3L7']",Robert Palmer,905-420-7574,http://www.summitcarpet.com
Sun-Brite Window Decor and Design Solutions,"['7695 Jane Street', 'Concord, ON', 'L4K 1A8']",Benny Caringi,416-741-9430,http://www.sunbritedrapery.com
Sunbelt Rentals,"['535 Welham Road', 'Barrie, ON', 'L4N 8Z6']",Scott Everton,705-739-6999,-
Sunbelt Rentals,"['Box 567', 'Haliburton, ON', 'K0M 1S0']",Kevin Raylen,705-457-9833,www.sunbeltrentals.com
Sunbelt Rentals,"['2489 Sheffield Road', 'Ottawa, ON', 'K1B 3V6']",Mark Watson,613-744-8889,www.sunbeltrentals.com
Sunbelt Rentals,"['54 Lorne Ave.,', 'Stratford, ON', 'N5A 6S4']",Scott Jarmuth,519-272-2220,sunbeltrentals.com
Sunbelt Rentals,"['149 Enterprise Dr.', 'Belleville, ON', 'K8N 5B5']",Michael Candow,613-962-1222,sunbeltrentals.com
Sunbelt Rentals,"['1097 Highway 7 East', 'Peterborough, ON', 'K9J 6X8']",James Wilkie,705-760-9211,www.sunbeltrentals.com
Sunbelt Rentals of Canada Inc.,"['75 Cenntennial Road', 'Kitchener, ON', 'N2B 3E9']",Matt Weingart,519-576-6640,www.sunbeltrentals.com
"Sunbelt Rentals, Canada","['1277 Wilson Road North', 'Oshawa, ON', 'L1K 2B8']",Brandon Johnstone,905-576-1888,www.sunbeltrentals.ca
Suncoast Enclosures,"['116-4A Willowlee Road', 'Carp, ON', 'K0A 1L0']",scott Byrne,613-831-7676,N/A
Suncore Homes Inc.,"['310 The Queensway South', 'Keswick, ON', 'L4P 2B7']",Yaorile Yaorile,905-897-1000,http://www.suncorehomes.com
Sundance Development Corporation,"['6 Forest Laneway', 'Toronto, ON', 'M2N 5X9']",Bruce Isakow,905-307-2220,http://www.sundancehome.com
Sundance Homes,"['6 Forest Laneway, Suite C1', 'Toronto, ON', 'M2N 5X9']",Bruce Isakow,905-307-2220,www.sundancehome.com
Sundial Homes Limited,"['4576 Yonge Street', 'North York, ON', 'M2N 6N4']",Nitsan Wienberg,416-224-1200,http://www.sundialhomes.com
Sunfield Homes,"['120 Whitmore Road', 'Woodbridge, ON', 'L4L 6A5']",Tiana Brassard,905-851-2424,https://www.SunfieldHomes.com
Sunlight Heritage Homes,"['419 Fountain St. South', 'Cambridge, ON', 'N3H 1J1']",Wilson Ribeiro,519-653-5036,www.sunlighthomes.ca
Sunny Communities,"['Unit 1, 2nd floor - 25 Brodie Dr ,', 'Richmond Hill, ON', 'L4B 3K7']",Aries Lobrin,647-629-1777,N/A
Sunny Communities Corp.,"['25 Brodie Drive Unit 1-2nd Floor', 'Richmond Hill, ON', 'L4B 3K7']",Emily Li,905-415-6966,https://sunnycommunities.com/
Sunrise Group Canada Inc.,"['35 Riviera Drive', 'Markham, ON', 'L3R 8N4']",Page Chan,905-415-0555,http://SunriseGroup.ca
Sunset Luxury Homes,"['5051 Matchette Road', 'Windsor, ON', 'N9C 2A6']",Joe Varacalli,519-962-6045,slhbuilders.ca
 Sunshine Build and Design ,"['110 Didsbury Rd', 'Kanata, ON', 'K2T 0C2']",Greg Simpson,613-663-9603,http://ssbd.ca
Sunter Homes Inc.,"['Unit A2 120 Terrence Matthews Cresc', 'Ottawa, ON', 'K2M 0J1']",Adrian Sunter,613-913-9697,www.sunterhomes.com
SUPERIOR Home Health Care Barrie,"['56 Churchill Drive, Unit 1-3', 'Barrie, ON', 'L4N 8Z5']",John Tom,705-722-3376,www.superiorhomehealth.ca
Superior Propane Inc.,"['P O Box 605 7022 Wellington Rd.', 'Guelph, ON', 'N1H 6L3']",Jeff Voyer,705-760-1470,www.superiorpropane.com
Superior Quality Renovations & Construction Inc.,"['7 Torryburn Place', 'Toronto, ON', 'M3B 1R2']",Florin Draghici,416-441-0084,http://www.sqrc.ca
Sure Seal Crack Injections Co. Ltd.,"['96 Cameron Avenue', 'Toronto, ON', 'M6M 1R3']",Anselmo Dinis,416-878-7295,http://www.crackinjections.com
Surface Design & Decor,"['1544 Lasalle Blvd.,', 'Sudbury, ON', 'P3A 1Z7']",John Pappano,705-560-4567,www.sddinc.ca
Suriano Architects Inc.,"['51 Roysun Road', 'Vaughan, ON', 'L4L 8P9']",Michael Suriano,905-264-0035,https://www.surianoarchitects.ca
Suriano Design Consultants Inc.,"['51 Roysun Road', 'Woodbridge, ON', 'L4L 8P9']",Mike Suriano,905-264-0924,http://www.surianodesign.ca
Surreal Homes,"['452 West River Road', 'Ayr, ON', 'N0B 1E0']",Leah Charest,226-805-4490,www.surrealhomes.ca
Surveyors On Site,"['3560 Walker Rd', 'Windsor, ON', 'N8W 3S4']",Chris Olyer,519-818-0767,surveyorsonsite.com
Sustainable Buildings Canada,"['33 Longboat Avenue', 'Toronto, ON', 'M5A 4C9']",Michael Singleton,+1 (416) 918-2346,http://www.SBcanada.org
Sustainable Planning and Development Solutions Inc.,"['237 Pine Cove Road', 'Burlington, ON', 'L7N 1W1']",Paul Mondell,416-460-7009,N/A
Sutherland Development Group,"['4151 Morris Drive', 'Burlington, ON', 'L7L 5L5']",,(905) 639-2330,https://www.sutherlanddevelopment.ca/
Sutherland Development Group,"['4151 Morris Drive', 'Burlington, ON', 'L7L 5L5']",Gary Sutherland,905-639-2330,https://www.Sutherlanddevelopment.ca
Sutton Group - first Choice Realty Ltd.,"['151 Downie Street', 'Stratford, ON', 'N5A 1X5']",Gary Van Bakel,519-271-5515,garyvanbakel.com
Sutton Group Pawlowski & Company Real Estate Brokerage Inc.,"['250 Wharncliffe Road North', 'London, ON', 'N6H 2B8']",Randy Pawlowski,519-433-4331,www.suttonselect.com
SV Law,"['105 Silvercreek Pkwy N.', 'Guelph, ON', 'N1H 6S4']",Rob Mullin,519-837-2100,N/A
SvN Architects + Planners,"['110 Adelaide Street East', 'Toronto, ON', 'M5C 1K9']",Lloyd Antunes,416-593-6499,http://www.svn-ap.com
Swanson's Home Hardware Building Centre,"['166 Park Street', 'Kitchener, ON', 'N2G 1M8']",Brad Swanson,519-743-1404,www.homehardware.ca
Sweeny & Co Architects Inc.,"['134 Peter Street', 'Toronto, ON', 'M5V 2H2']",Dermot Sweeny,416-971-6252,https://www.SweenyAndCo.com
SweetHome Spaces,"['811 Eaglemount Crescent', 'Mississauga, ON', 'L5C 1H2']",Alberto Becerra,647-299-3871,http://www.SweetHomeSpaces.com
SWO General Contracting,"['4-540 Clarke Road', 'London, ON', 'N5V 2C7']",Jerome Fabian,519-852-6521,www.swocontracting.com
SYGMA Consulting,"['1075 North Service Road West', 'Oakville, ON', 'L6M 2G2']",Jason Schmidt-Shoukri,647-238-2887,https://www.SygmaConsulting.ca
Syles Mechanical Services,"['3255 Odessa Drive', 'Tecumseh, ON', 'N8N 0H8']",Tracy Laporte,519-979-2090,syles.ca
Syntax Strategic,"['411 Donald B. Munro Drive', 'Carp, ON', 'K0A 1L0']",Jennifer Stewart,613-470-8555,http://www.syntaxstrategic.ca
System,"['d', 'BASE, ON', 'M2J3H8']",,http://www.onesite.ca,http://www.onesite.ca
T. Grant Homes,"['P.O.Box 80', 'Hartington, ON', 'K0H 1W0']",Terry Grant,613-372-2367,N/A
T. Johns Consulting Group Ltd,"['310 Limeridge Road West', 'Hamilton, ON', 'L9C 2V2']",Terri Johns,905-574-1993,N/A
T. Johns Consulting Group Ltd.,"['310 Limeridge Road West, Suite 6', 'Hamilton, ON', 'L9C 2V2']",Terri Johns,(905) 574-1993,http://www.tjohnsconsulting.com
T.M.S. Services,"['Box 1018', 'Haliburton, ON', 'K0M 1S0']",Mitch Stephen,705-457-9229,-
TA Appliance - Builder Division,"['932 Victoria Street North', 'Kitchener, ON', 'N2B 1W4']",Jay Kressler,519-578-0300,www.taappliance.com
TA Appliances - Builder Division,"['193 Henry St.', 'Brantford, ON', 'N2B 1W4']",Jay Kressler,877-765-5420,www.taappliance.com
TA Appliances- Builder Division,"['932 Victoria Street N', 'Kitchener, ON', 'N2B 1W4']",Jay Kressler,877-765-5420,www.taappliance.com
Tac Group,"['2744 Edna St', 'Windsor, ON', 'N8Y 1V2']",Anuj Sood,519-816-1876,tacgc.ca
TACC Developments,"['600 Applewood Crescent', 'Vaughan, ON', 'L4K 4B4']",Silvio DeGasperis,905-760-7300,http://www.taccdevelopments.com
Tacoma Engineers Inc.,"['176 Speedvale Ave West', 'Guelph, ON', 'N1H 1C3']",Kevin Simonds,519-763-2000,www.tacomaengineers.com
Tacoma Engineers Inc.,"['176 Speedvale Ave W', 'Guelph, ON', 'N1H 1C3']",Heather Cameron,519-763-2000,www.tacomaengineers.com
Tacoma Engineers Inc.,"['570 Bryne Drive, Unit L', 'Barrie, ON', 'L4N 9P6']",Alex Nowakowski,705-735-1875,www.tacomaengineers.com
TACT Architecture Inc.,"['660R College Street (Rear Lane)', 'Toronto, ON', 'M6G 1B8']",Prishram Jain,416-516-1949,http://www.TACTArchitecture.com
Taggart Investments Inc,"['685 Justus Drive', 'Kingston, ON', 'K7M 4H5']",Barry Smith,613-536-9970,-
Taiga Building Products,"['520 Harrop Drive', 'Milton, ON', 'L9T 3H2']",Christian Rastin,(905) 878-8401,http://www.taigabuilding.com
Taillefer Plumbing & Heating Inc.,"['1528 Star Top Road', 'Gloucester, ON', 'K1B 3W6']",Patrick Taillefer,613-745-0100,www.tphinc.ca
"Take Us for Granite Ont. Ltd. and Get Floored Ont. Inc,","['60 Lancing Drive, Unit 1', 'Hamilton, ON', 'L8W 3A1']",Ajay Jain,(905) 387-8613,N/A
Talos Custom Homes Ltd,"['6066 Perth Street', 'Richmond, ON', 'K0A 2Z0']",David Toscano,613-747-3993,www.taloshomes.com
Tamarack Development Crop.,"['3187 Albion Road South', 'Ottawa, ON', 'K1V 8Y3']",Steven Parkes,613-739-2919,www.tamarackhomes.com
Tamarack Developments Corp.,"['3187 Albion Road South', 'Ottawa, ON', 'K1V 8Y3']",Chris Taggart,613-739-2919,www.tamarackhomes.com
Tamarack Lumber Inc./Alpa Lumber Group,"['3255 North Service Rd P.O. Box 518', 'Burlington, ON', 'L7R 3Y3']",Riccardo Guglietti,(905) 335-1115,https://www.tamaracklumber.ca/
Tambro Construction,"['1 Taggart St. Unit 1', 'Guelph, ON', 'N1H 6H8']",Nathan Tami,519-766-1234,N/A
Tan & Associates,"['1315 Lawrence Avenue East', 'North York, ON', 'M3A 3R3']",Ping Tan,416-443-8600,N/A
Tanya Collins Design Inc.,"['28 Euclid Avenue', 'Ottawa, ON', 'K1S 2W3']",Tanya Collins,613-889-0777,www.tanyacollinsdesign.com
Target Building Materials Ltd.,"['3245 County Road 42', 'Windsor, ON', 'N9A 6J3']",Greg Drouillard,519-966-6000,targetsupply.com
Tarpin Lumber Inc.,"['2267 Bowman St.', 'Innisfil, ON', 'L9S 3V5']",Nolan Pratt,705-436-5373,tarpin.com
Tarpin Lumber Incorporated,"['2267 Bowman Street', 'Innisfil, ON', 'L9S 3V5']",Nolan Pratt,416-283-2222,http://www.tarpin.com
Tartan Developments,"['14 McLeod Crescent', 'London, ON', 'N5X 1S8']",Paula McFarlane,519-860-8697,tartandevelopments.com
Tartan Homes Corporation,"['38 Colonnade Road North', 'Nepean, ON', 'K2E 7J6']",Melissa Cote,613-238-2040,www.tartanhomes.com
Tartan Madawaska,"['3187 Albion Road South', 'Ottawa, ON', 'K1V 8Y3']",Melissa Cote,613-238-2040,N/A
TAS DesignBuild,"['491 Eglinton Avenue West', 'Toronto, ON', 'M5N 1A8']",Liza Stiff,416-510.-181,https://tasimpact.ca/
Tasco Appliances,"['7975 Heritage Road', 'Brampton, ON', 'L6Y 5X5']",Peter Ash,289-748-0322,http://www.tascoappliance.ca
Taymor Industries,"['6460 Kennedy Road', 'Mississauga, ON', 'L5T 2X4']",Carley Wilson,519-520-5068,N/A
Taymor Industries Ltd,"['6460 Kennedy Road', 'Mississauga, ON', 'L5T 2X4']",Tracey Wuest,905-362-3660,https://www.taymor.com/
Taymor Industries Ltd.,"['6460 Kennedy Road', 'Mississauga, ON', 'L5T 2X4']",Paul Ponce de Leon,800-387-7064,http://www.taymor.ca
TBBC London Inc.,"['11110 Longwoods Road', 'Delaware, ON', 'N0L 1E0']",Cleveland Brownlee,519-521-4665,www.thebetterbincompany.com
TCS Marketing Systems,"['171 East Liberty Street', 'Toronto, ON', 'M6K 3P6']",Mark Cohen,416-533-5888,http://www.condostorecanada.com
TCU Development Corporation,"['150 Isabella St. Unit 1207', 'Ottawa, ON', 'K1S 5H3']",Mike Corneau,613-680-5582,https://tcudevcorp.com/
TD Bank,"['77 King Street W 16th Floor, TD Nor', 'Toronto, ON', 'M5K 1A2']",Natasha Rubin-Coupland,416-301-3169,www.td.com
TD Canada Trust,"['275 Dundas Street, 9th floor', 'London, ON', 'N6B 3L1']",John Marchioni,519-860-0422,www.tdcommercialbanking.com
TD Canada Trust,"['100 King Street West, 4th Floor', 'Hamilton, ON', 'L8P 1A2']",,(905) 527-7672,http://td.com
TD Canada Trust,"['77 King Street West', 'Toronto, ON', 'M5K 1A2']",Natasha Rubin-Coupland,416-885-0918,http://www.tdbank.ca
TD Commercial Banking,"['381 King Street West, 2nd Floor', 'Kitchener, ON', 'N2G 1B8']",Blake Hill,519-570-7359,www.tdcommercialbanking.com
TD Commercial Banking Centre,"['381 King Street W., 2nd Floor', 'Kitchener, ON', 'N2G 1B8']",Blake Hill,(519) 570-7359,-
Teahen Construction Ltd.,"['201 Griffith Road, Unit B', 'Stratford, ON', 'N5A 6S4']",Courtney and Chris Teahen,519-275-2557,www.teahen.ca
Team 2000 Realty Inc.,"['7611 Pine Valley Drive', 'Vaughan, ON', 'L4L 0A2']",Tony Bova,416-746-2999,http://www.team2000realty.com
Team Harding ,"['200 Nipissing Court', 'Kanata, ON', 'K2T 0N7']",Richard Harding,613-831-2257,www.teamhardingcomfort.com
Team Shane,"['790 Shaver Road Unit #B', 'Ancaster, ON', 'L9G 3K9']",Shane VanBarneveld,(905) 304-4009,http://teamshane.com
Team Shane,"['790 Shaver Rd.', 'Ancaster, ON', 'L9G 3K9']",Shane Van Barneveld,905-304-4009,http://www.teamshane.com
Team Tim McKinney Re/Max Realty,"['106 North Front Street', 'Belleville, ON', 'K8P 3B4']",Tim McKinney,613-969-9907,www.timmckinney.com
Technical Training Group,"['617 Douro Street', 'Stratford, ON', 'N5A 0B5']",Liz Balletto,519-801-8641,technicaltraininggroup.org
Techtronic Industries Canada Inc.,"['3381 Steeles Avenue East', 'Toronto, ON', 'M2H 3S8']",John Myers,416-439-4181,http://www.ttigroup.com
Tego Bathroom Design & Renovation Centre,"['1885 Merivale Road', 'Ottawa, ON', 'K2G 1E5']",John Manzo,613-521-3318,www.tego.ca
Tek Systems Group Inc.,"['25-5100 South Service Road', 'Burlington, ON', 'L7L 6A5']",Pat Consoli,(905) 561-2715,http://www.teksystemsgroup.com
Telus Business,"['25 York Street', 'Toronto, ON', 'M5J 2V5']",Christina Lippa,647- 8951991,https://www.telus.com/en/
Templehouse Renovations,"['960 Eastern Avenue', 'Toronto, ON', 'M4L 1A6']",Chris Prosser,416-932-9099,http://www.templehouse.com
Tenblock,"['30 Soudan Avenue', 'Toronto, ON', 'M4S 1V6']",Stephen Job,416-322-4114,http://www.Tenblock.ca
Tercot Communities,"['56 The Esplande, Suite 406', 'Toronto, ON', 'M5E 1A7']",Anthony Valela,416-568-1178,www.tercot.com
Tercot Communities,"['56 The Esplanade', 'Toronto, ON', 'M5E 1A7']",Sabrina Kanho,(416) 230-9951,https://www.tercot.com/
Tercot Communities Ltd.,"['56 The Esplanade', 'Toronto, ON', 'M5E 1A7']",Gina Valela,+1 (416) 309-9200,http://www.tercot.com
Tercot Communities O/A ,"['406-56 The Esplanade', 'Toronto, ON', 'M5E 1A7']",,416-309-9200,https://www.tercot.com
Terra Brook Homes Inc.,"['241 Applewood Crescent', 'Concord, ON', 'L4K 4E6']",Corey DiCarlo,905-660-2432,http://www.terrabrookhomes.ca
Terra Nova Building Corporation,"['P.O. Box 4185, Station E', 'Ottawa, ON', 'K1S 5B2']",John Henry,613-769-2697,www.terranovabuildingcorp.com
Terra Nova Truss,"['P.O. Box 178', 'Glenburnie, ON', 'K0H 1S0']",Mark Fox,613-546-5850,www.terranovatruss.com
Terra View Custom Homes Ltd.,"['45 Speedvale Ave. E., Unit 5', 'Guelph, ON', 'N1H 1J2']",David Brix,519-763-8580,http://www.terra-view.com/
Terrain Development Consulting,"['45 Spencer St', 'Ottawa, ON', 'K1Y 2P5']",Jennifer Murray,613-799-2422,http://www.terraindevelopment.ca
Terraprobe Inc.,"['1012 Kelly Lake Rd.', 'Sudbury, ON', 'P3E 5P4']",Denis Paquette,705-670-0460,www.terraprobe.ca
Terzetto Homes,"['50 Colonnade Road', 'Ottawa, ON', 'K2E 7J6']",Vivian Wu,866-556-6886,http://terzettohomes.com
test 120522,"[',']",,111-111-1111,N/A
TFN Realty Inc.,"['71 Villarboit Crescent', 'Vaughan, ON', 'L4K 4K2']",Dan Flomen,416-789-0288,http://www.tfnrealty.com
TFN Realty Inc. Brokerage,"['71 Villarboit Cres.', 'Vaughn, ON', 'L4K 4K2']",Mara Milenkovic,416-789-0288,www.tfnrealty.com
"TFN Realty Inc., Brokerage","['125 Villarboit Crescent', 'Vaughan, ON', 'L4K 4K2']",Dan Flomen,416-789-0288,http://www.tfnrealty.com
"TFN Realty Inc., Brokerage","['71 Villarboit Cres.', 'Vaughan, ON', 'L4K 4K2']",,(416) 789-0288,http://www.tfnrealty.com
Thames Crest Development Corp.,"['301 - 100 Wellington Street', 'London, ON', 'N6B 2K6']",Craig Linton,519-672-4011,N/A
The Acorn Development Corporation,"['3500 Pharmacy Avenue', 'Toronto, ON', 'M1W 2T6']",Mahmood Akbari,+1 (416) 342-8111,http://www.acorndevelopments.com
The Angrish Group,"['156 Charing Cross St.', 'BRANTFORD, ON', 'N3R 2J4']",Sunil Angrish,519-717-6707,www.theangrishgroup.com
The Benefits Trust,"['3800 Steeles Avenue West', 'Vaughan, ON', 'L4L 4G9']",Robert W. Crowder,905-264-8990,https://www.TheBenefitsTrust.com
The Bespoke Group,"['2 Bloor Street East', 'Toronto, ON', 'M4W 1A8']",Jason Leung,416-838-5296,http://www.TheBespokeGroup.ca
The Better Bin Company,"['11110 Longwoods Rd', 'Delaware, ON', 'N0L 1E0']",Cleveland Brownlee,519-521-4665,N/A
The Better Bin Company,"['11110 Longwoods Rd.', 'Delaware, ON', 'N0L 1E0']",Cleveland Brownlee,866-928-7170,N/A
The Biglieri Group,"['126 Catharine Street North', 'Hamilton, ON', 'L8R 1J4']",Rachelle Larocque,289-241-0039,www.thebiglierigroup.com
The Biglieri Group Ltd.,"['2472 Kingston Road', 'Toronto, ON', 'M1N 1V3']",Anthony Biglieri,+1 (416) 693-9155,http://www.thebiglierigroup.com
The Biglieri Group Ltd.,"['2472 Kingston Road', 'Toronto, ON', 'M1N 1V3']",Anthony Biglieri,416-693-9155,www.thebiglierigroup.com
The Brand Factory,"['91 & 93 Scollard Street, Yorkville', 'Toronto, ON', 'M5R 1G4']",Joseph Sulpizi,416-920-8115,http://www.thebrandfactory.com
The Brick,"['1200 Landsdowne Street West', 'Peterborough, ON', 'K9J 2A1']",Michelle Solomon,705-270-1002,www.thebrick.com
The Brick,"['1040 Wharncliffe Road, S', 'London, ON', 'N6J 1H2']",Ryan Hornick,519-649-6464,www.thebrick.com
The Brick & Midnorthern Commercial Design Centre,"['45 Red Maple Road', 'Richmond Hill, ON', 'L4B 4M6']",Eric Beam,416-635-4838,www.midnorthern.com
The Brown Group of Companies Inc.,"['38 Berwick Avenue', 'Toronto, ON', 'M5P 1H1']",Jay Brown,416-487-5122,http://www.thebrowngroup.net
The Brownstone,"['845 Jet Avenue', 'North Bay, ON', 'P1B 6G7']",John O'Rourke,(705) 497-9898,N/A
The Cabinet Connection,"['1523 Laperriere Ave #4', 'Ottawa, ON', 'K1Z 7T1']",Carlos Craston,613-759-4999,thecabinetconnection.ca
The Callery Group,"['200 - 1032 Brock St. S.', 'Whitby, ON', 'L1N 4L8']",Brian Callery,905-430-7444,www.callerygroup.com
The City Wide Group Inc.,"['25 Hollinger Road', 'Toronto, ON', 'M4B 3N4']",Val Shliakhova,416-283-5500,http://www.citywidegroup.com
The COGS Approach Group,"['1910-505 Talbot St.', 'London, ON', 'N5A 2S6']",Peter DeGelder,519-619-0630,www.cogsapproach.com
"The Collins Corporation, Real Estate Brokerage","['2383 Carrington Place', 'Oakville, ON', 'L6J 5P5']",Frank Collins,905-849-0811,N/A
